InvoiceNo,Quantity,UnitPrice,CustomerID
573830,2,1.65,16960.0
543201,3,4.13,
568719,1,4.13,
575875,1,16.63,
559547,2,4.95,17758.0
546212,240,0.42,14156.0
576056,6,2.95,17720.0
563061,12,0.42,13588.0
541871,1,4.13,
570465,1,2.92,
540372,12,0.65,13081.0
556777,24,0.55,14426.0
568567,1,2.46,
564635,24,0.83,15615.0
562540,1,12.5,17400.0
544586,2,4.95,17338.0
575930,1,3.29,
569486,10,1.45,15339.0
576617,1,5.4,
556206,24,1.65,14911.0
574097,8,1.25,12471.0
569536,24,3.39,13269.0
548451,2,2.55,17365.0
559693,2,8.29,
573695,1,8.25,15023.0
559817,7,0.83,
575484,6,2.95,16670.0
545699,4,1.45,15572.0
567167,1,4.15,15547.0
550480,1,2.1,13069.0
545595,1,0.85,14570.0
540551,3,4.21,
571082,1,1.63,
579512,1,3.29,
572673,25,0.42,13309.0
569866,6,0.85,12757.0
551547,3,2.46,
565432,2,8.5,16241.0
567128,2,3.75,18055.0
544098,2,8.5,16019.0
561774,2,1.65,16729.0
550464,108,0.21,16550.0
536620,12,0.85,14135.0
548313,3,2.55,15353.0
552358,24,0.42,15673.0
573076,10,1.65,13488.0
569789,4,1.25,16924.0
569887,12,1.25,13882.0
561217,1,1.63,
563845,12,0.42,12991.0
580077,12,1.65,14262.0
556491,1,1.65,16794.0
544448,5,0.42,14878.0
572879,36,3.29,13408.0
572617,6,2.95,18272.0
547385,1,4.13,
560728,12,0.65,12520.0
572669,3,1.45,16549.0
577700,4,3.75,14449.0
577768,1,2.46,
563201,2,1.45,13838.0
574950,2,2.46,
564319,1,2.55,15059.0
580610,4,10.79,
542274,5,2.1,16782.0
555853,1,0.42,14375.0
540026,1,5.91,
575739,1,2.46,
C565848,-38,1.45,14606.0
570838,1,1.45,
579300,48,0.85,14667.0
554285,1,6.63,
545701,10,6.75,17107.0
544421,8,1.69,13951.0
552285,1,1.25,14684.0
541574,25,0.42,12826.0
573897,2,2.1,16729.0
551517,3,2.95,16931.0
539436,3,2.51,
543040,2,1.25,17337.0
564638,10,1.65,13812.0
545216,1,2.9,
546635,15,0.42,16392.0
C572398,-1,11.85,
539993,6,2.55,13313.0
552229,1,1.63,
564174,10,2.08,14191.0
570191,24,0.55,12778.0
548164,1,16.63,
559056,12,1.95,14645.0
547223,5,1.45,12867.0
578057,1,1.95,12920.0
579690,1,12.75,15060.0
566818,24,0.42,13104.0
559557,12,1.95,17444.0
578250,2,0.85,15901.0
548744,12,1.65,17725.0
549246,10,6.75,15939.0
566017,10,1.65,13330.0
550953,1,1.63,
542692,1,3.75,14467.0
569565,25,0.42,16722.0
563205,4,1.25,14040.0
562104,16,2.08,
547206,2,12.75,16791.0
561521,2,4.65,17870.0
567873,4,4.95,13055.0
541604,1,1.95,14572.0
559061,3,1.25,17220.0
570247,2,8.5,15193.0
572317,2,8.25,14629.0
559923,1,4.13,
552229,1,2.46,
564760,1,4.13,
554077,8,2.95,13972.0
562955,20,4.96,
554814,4,4.15,16609.0
581420,10,0.85,16358.0
554059,4,4.25,14388.0
562143,96,1.25,16422.0
571055,15,1.65,14975.0
554933,4,1.65,13232.0
569669,1,1.95,14730.0
577358,2,4.13,
566603,1,1.63,
564902,12,0.85,18198.0
564840,1,2.46,
549525,1,15.79,
553348,12,1.25,14911.0
550615,12,0.42,16730.0
565232,2,4.13,
556812,1,2.46,
543040,1,2.95,17337.0
550936,24,0.85,13495.0
567507,1,3.29,
576948,4,3.75,14515.0
581492,1,12.46,
573585,2,10.79,
544908,24,0.85,18056.0
C570276,-3,4.95,17419.0
577057,2,2.1,12748.0
557858,2,0.85,14159.0
574718,36,2.55,15513.0
550986,1,4.13,
576406,24,0.42,13692.0
537313,6,2.95,15304.0
557136,6,2.95,14911.0
580908,1,1.95,16495.0
559338,2,0.83,
547830,2,1.63,
568154,3,2.49,13787.0
542255,5,0.83,
572553,1,2.46,
559051,1,0.83,
537628,24,2.1,16293.0
551340,12,3.29,
555353,1,9.95,16928.0
574777,6,4.15,17761.0
571745,24,1.25,14911.0
557484,1,4.15,14796.0
537240,2,5.91,
578074,2,1.65,17590.0
545232,4,3.75,15676.0
576889,1,1.25,12748.0
550986,2,4.13,
539453,1,10.62,
556184,12,1.65,16592.0
571841,1,2.95,17625.0
545544,24,0.42,14057.0
558475,1,2.46,
576758,24,1.25,16814.0
565919,1,2.46,
562348,72,0.36,17511.0
575208,24,0.65,18172.0
561218,1,3.29,
572758,1,0.79,
541138,10,1.95,12553.0
552684,1,8.29,
579685,16,0.42,15680.0
546542,2,0.85,13263.0
579187,2,4.13,
553672,6,2.95,15811.0
569461,12,1.25,16556.0
541206,240,0.42,14646.0
564820,1,0.42,
559981,2,39.95,14562.0
572284,1,4.95,16744.0
537692,36,1.95,14796.0
576078,2,0.39,14432.0
568786,20,2.08,15144.0
550071,6,2.95,16735.0
571456,2,1.45,16729.0
575680,16,1.69,13148.0
561870,24,0.12,14911.0
579447,4,4.25,14390.0
546364,1,7.95,
576830,5,0.65,14898.0
553461,12,0.42,16316.0
541424,1,2.46,
563848,4,4.95,14911.0
575477,1,1.63,
551343,10,2.08,16187.0
581217,1,1.63,
570273,10,2.1,13373.0
579508,1,4.96,
561534,24,1.25,14307.0
561616,2,12.75,15023.0
548714,1,2.1,17337.0
568387,72,0.19,13704.0
558564,5,4.15,14057.0
543540,4,4.95,17412.0
574892,24,1.25,14700.0
574700,2,0.55,16033.0
570218,16,0.83,16873.0
569898,1,3.29,
565416,8,1.25,12710.0
540397,2,5.95,13187.0
574240,6,0.63,15998.0
547069,5,0.42,16710.0
539327,12,5.95,12600.0
536592,2,11.02,
536520,3,2.95,14729.0
576650,24,0.42,14286.0
580672,3,1.65,17920.0
541842,4,1.95,16085.0
542863,12,0.75,13494.0
C551195,-2,10.95,13113.0
576617,8,1.66,
566085,2,0.85,17841.0
573585,6,8.29,
570208,4,2.1,16104.0
552285,10,0.42,14684.0
581219,1,1.63,
559068,1,3.75,17841.0
544450,3,1.65,17811.0
549431,12,2.95,15874.0
540418,4,2.51,
562553,1,1.25,
564719,1,1.25,15325.0
578550,10,2.08,12720.0
552358,4,5.95,15673.0
541855,4,0.85,13742.0
547202,1,2.95,17841.0
580884,1,14.95,15907.0
547964,5,0.83,
581219,1,5.79,
536813,6,2.1,15646.0
567183,12,0.39,14769.0
539437,1,1.28,
538349,1,0.85,
C548723,-1,2.1,15874.0
579458,1,2.1,16549.0
580717,48,3.75,14608.0
571441,2,0.42,14096.0
557112,1,8.29,
576779,6,2.95,14554.0
556237,2,4.13,
542252,1,2.46,
552061,6,2.95,13001.0
556813,2,3.29,
540532,1,6.35,14702.0
573330,1,9.95,16923.0
575867,2,3.75,15034.0
562264,1,133.06,
541219,2,4.13,
571214,20,0.85,14390.0
546538,12,0.85,16327.0
540157,2,2.1,15311.0
539484,1,12.75,15640.0
554348,12,0.85,13523.0
539437,2,4.21,
579098,2,2.08,14606.0
569545,1,1.63,
551423,1,3.25,
536544,1,2.51,
540026,2,3.36,
554694,6,3.29,
547497,1,0.42,14461.0
550159,48,1.45,14062.0
548648,5,2.1,12949.0
562680,1,1.65,17954.0
581334,1,2.95,17841.0
551997,1,1.63,
541970,12,1.25,15179.0
566444,6,2.55,14020.0
547567,4,3.75,17644.0
569870,2,1.65,12757.0
540017,3,4.25,13963.0
577056,8,4.95,17985.0
544795,24,1.25,15858.0
579991,12,0.85,13159.0
562783,12,0.42,13018.0
563216,1,2.55,17841.0
577126,24,0.65,12406.0
573585,1,5.79,
555397,1,1.63,
578233,3,1.45,14049.0
577480,1,5.95,14525.0
562346,12,0.42,16187.0
540154,2,7.64,
C571860,-1,8.5,14175.0
557878,2,4.95,16940.0
546537,4,0.95,15005.0
569230,1,2.89,16533.0
571065,6,2.1,12613.0
565481,1,2.95,16891.0
544893,12,1.25,17865.0
549947,24,2.55,18260.0
569136,1,4.95,15834.0
565847,1,6.63,
581191,2,4.95,17449.0
564734,6,0.85,12484.0
555631,1,3.75,18118.0
540832,7,1.63,
568590,24,0.39,13126.0
546949,1,2.55,
557645,1,8.29,
537963,24,0.42,13369.0
561209,2,1.63,
563404,10,2.08,16303.0
C549666,-1,1.65,13113.0
572662,1,1.65,15443.0
577833,5,8.5,17315.0
572865,1,1.45,17841.0
C543611,-2,2.55,17850.0
576228,6,1.06,15033.0
564661,12,1.65,12948.0
570869,36,0.0,
541971,1,1.25,
571918,25,0.19,17350.0
550779,24,1.25,17511.0
538508,1,5.95,15998.0
537126,1,1.25,18118.0
566008,2,2.08,16426.0
574555,3,1.25,16426.0
559163,1,1.63,
580727,1,2.46,14096.0
540178,24,0.85,12681.0
565836,16,3.75,17511.0
571909,4,0.83,15006.0
575324,12,0.85,14240.0
562721,36,1.69,15985.0
562024,1,0.83,
C569994,-12,3.75,15606.0
542099,10,9.95,13703.0
575298,1,2.95,17841.0
552469,3,0.55,12867.0
576933,1,0.55,15529.0
545302,10,0.85,14506.0
543040,1,8.5,17337.0
560716,10,1.65,17675.0
577074,12,0.65,15399.0
555249,3,2.95,17472.0
578844,1,5.79,
547066,8,1.69,12921.0
573122,2,3.75,14357.0
571098,1,1.45,17841.0
543358,1,7.46,
562202,24,1.65,15290.0
555486,6,2.55,13248.0
569246,3,4.13,14096.0
541999,1,1.25,
565649,3,1.65,16712.0
559816,1,3.29,
545464,2,2.5,
561969,2,1.25,17757.0
561805,-15,0.0,
572660,1,9.95,14527.0
579124,1,1.25,15721.0
538209,2,1.65,12748.0
549995,72,0.72,16131.0
550499,5,1.63,
573159,12,0.42,16648.0
562716,24,1.25,14257.0
581215,48,0.42,13408.0
537775,4,4.25,17722.0
539741,1,16.98,
578339,6,5.95,12421.0
557324,1,4.13,
547055,1,1.25,16444.0
567462,1,0.55,14446.0
539492,1,2.51,
545317,2,6.25,
571475,4,0.75,15033.0
580831,25,0.42,14418.0
550350,4,4.95,15491.0
564378,25,0.42,12417.0
550541,1,11.63,
569652,6,2.95,15628.0
544313,21,2.1,14099.0
560567,18,4.96,
537823,2,2.51,
578347,3,3.29,
568075,1,2.95,14652.0
561804,4,4.95,14191.0
558636,8,0.65,14702.0
571441,3,4.13,14096.0
574544,12,0.65,17084.0
563715,-18,0.0,
570428,1,7.95,15553.0
579443,3,1.25,16479.0
550651,1,4.25,15436.0
574334,12,8.5,16672.0
561912,6,0.39,13184.0
560862,6,1.25,14085.0
559009,4,1.65,15549.0
560726,1,0.65,17962.0
562649,1,0.85,14606.0
553182,72,0.21,17107.0
543040,1,2.55,17337.0
565457,6,4.95,14565.0
558102,4,0.55,17372.0
537054,1,1.25,16931.0
579690,1,1.25,15060.0
579062,3,4.95,17651.0
553657,2,0.65,14583.0
568567,2,1.25,
541094,20,1.65,13246.0
553547,10,0.85,12474.0
549543,1,1.25,18118.0
565289,4,4.95,14911.0
580136,2,1.25,17841.0
551718,1,2.08,
568686,6,0.39,16115.0
540352,2,1.66,
574936,3,0.65,13066.0
570717,12,3.75,17173.0
542408,10,1.65,13280.0
572550,1,16.63,
578016,12,0.83,14506.0
554694,1,1.63,
547991,24,1.25,15589.0
558750,20,1.65,18226.0
556102,12,1.45,13115.0
578270,1,4.13,14096.0
567901,1,2.92,
576339,5,3.29,14096.0
566085,1,6.95,17841.0
577844,1,5.79,
553507,4,1.65,17220.0
580358,2,2.08,17238.0
574592,2,8.25,14820.0
536544,8,1.69,
564191,1,0.85,17315.0
573903,5,0.42,14667.0
557064,2,0.65,13263.0
544335,2,4.95,14702.0
570223,5,1.25,15787.0
578934,2,4.95,14577.0
555485,6,2.95,17722.0
579099,12,0.42,15714.0
557308,1,8.5,16744.0
576339,1,2.46,14096.0
555278,1,4.13,
567459,12,0.42,14221.0
536744,25,1.95,14466.0
543028,6,2.1,14443.0
538349,1,14.43,
559512,20,2.08,14188.0
558964,40,1.95,14235.0
543826,1,168.19,
547068,10,1.95,13985.0
569140,24,0.55,14503.0
566195,12,4.95,12433.0
551014,6,2.55,13209.0
547250,1,16.63,
578301,2,8.25,17034.0
538183,6,2.55,16265.0
576189,1,1.95,14684.0
552813,6,2.89,15079.0
555277,1,13.29,
548893,1,2.46,
578088,42,2.55,16376.0
565841,1,5.79,
545663,12,1.25,13491.0
538351,4,4.21,
544909,24,1.95,14298.0
545180,2,7.65,12728.0
539353,8,1.95,12782.0
580367,1,0.83,
548916,10,1.95,14849.0
564660,10,1.65,15074.0
559109,1,1.45,15021.0
580188,9,1.65,16440.0
543010,6,2.95,18250.0
563922,1,0.42,14529.0
546498,1,2.95,15493.0
564166,12,0.42,15089.0
563912,10,1.65,17675.0
557320,12,5.95,15854.0
570024,3,1.65,17975.0
580983,1,3.73,
538312,6,0.85,16727.0
542192,6,0.65,14049.0
559984,5,0.85,16657.0
564734,3,1.25,12484.0
569229,1,0.55,14502.0
546534,6,1.65,16150.0
552000,1,3.29,
550541,5,0.83,
578045,1,4.15,17297.0
544599,1,1.63,
578067,1,0.83,
539958,5,4.21,
557956,2,2.08,18283.0
555918,6,3.75,16098.0
556245,1,2.1,17841.0
578935,2,0.85,15351.0
575034,1,1.25,15573.0
581125,1,1.25,14087.0
544484,20,1.65,15321.0
548894,2,2.46,
569846,12,0.85,13422.0
536832,4,3.25,16634.0
542381,2,7.95,17213.0
566491,12,3.25,14060.0
574476,2,1.25,17203.0
573548,24,4.25,13680.0
580727,1,4.13,14096.0
566851,36,0.42,15573.0
578347,1,1.63,
560225,1,5.79,
563917,2,5.95,14572.0
540524,30,0.65,16735.0
545044,12,1.65,15738.0
564785,2,0.83,
579283,24,0.55,13883.0
538374,2,1.95,14159.0
575177,6,2.46,
555728,1,2.1,17252.0
577823,96,1.85,16107.0
555570,2,8.5,15152.0
565732,10,1.25,17068.0
552234,1,12.46,
545349,1,9.95,18118.0
570210,1,0.65,13259.0
579461,24,0.65,15615.0
556237,1,4.13,
554814,4,4.15,16609.0
561369,2,1.63,
538153,1,11.02,
548198,3,0.29,16712.0
555418,24,1.25,15498.0
C571695,-24,0.42,14776.0
538349,12,5.91,
578260,2,9.95,17469.0
578852,1,1.25,17841.0
575629,24,0.42,12599.0
542647,1,12.75,18245.0
564489,6,4.95,15950.0
552011,2,7.95,13867.0
576592,2,5.95,13614.0
569228,6,1.65,15547.0
561119,2,8.5,17719.0
580367,1,2.46,
578244,10,1.65,15727.0
565232,2,3.29,
568065,25,0.42,16240.0
563931,10,1.65,14895.0
579508,1,1.63,
536544,2,4.21,
539436,1,2.51,
565329,1,8.25,14606.0
560878,2,0.85,14410.0
543111,2,8.95,15719.0
566930,10,2.08,15417.0
561028,25,0.42,17769.0
574544,6,2.25,17084.0
571797,1,20.79,
563034,10,2.08,17644.0
554986,1,0.85,14451.0
554906,2,9.95,14194.0
575211,1,1.95,17377.0
546261,1,2.55,17841.0
540682,10,0.85,16112.0
581383,6,3.75,15399.0
568162,12,1.65,14194.0
567665,1,0.83,
579175,4,2.1,14562.0
571714,1,2.46,
563555,1,2.95,16755.0
555249,1,1.65,17472.0
561644,72,1.25,16029.0
578844,1,3.29,
548166,1,8.29,
560225,1,1.63,
575368,1,2.95,14482.0
579297,3,4.96,
577504,2,2.08,14159.0
568218,24,0.83,13389.0
576665,2,2.08,17841.0
567176,1,8.5,15533.0
563565,4,1.25,17338.0
539053,1,2.95,16725.0
581439,2,4.13,
569530,1,1.65,17957.0
577008,1,2.95,16869.0
557938,1,1.63,
549056,1,12.75,15917.0
542255,2,3.29,
541286,12,0.85,13982.0
542393,4,3.75,18125.0
559162,3,1.63,
574950,1,2.46,
543487,6,2.95,13319.0
558420,3,2.1,14577.0
C581409,-1,2.95,12476.0
574253,12,1.25,15252.0
567631,8,2.95,13350.0
539298,4,3.75,14180.0
539718,1,2.51,
556531,1,16.95,15491.0
576388,12,1.25,17510.0
555158,6,2.95,14842.0
575516,24,0.21,17340.0
546091,6,2.95,14936.0
574654,1,1.25,15571.0
579190,72,0.42,12657.0
558557,12,3.75,13282.0
556910,3,4.15,12748.0
570818,1,0.85,17841.0
560255,2,4.25,16054.0
555558,1,1.65,14159.0
566972,25,0.42,16573.0
561369,3,2.46,
574691,6,1.25,14174.0
558028,12,1.45,15128.0
545901,1,3.75,15834.0
555849,6,4.95,13266.0
543600,6,0.85,18168.0
567807,5,1.65,17027.0
581334,2,0.65,17841.0
566554,12,1.65,13136.0
565840,1,4.13,
537484,48,2.75,14733.0
557645,1,2.08,
538086,2,1.65,12872.0
576779,1,2.08,14554.0
560290,2,4.13,
557859,1,49.95,17709.0
553156,2,1.95,17841.0
558636,3,3.75,14702.0
556932,1,1.63,
579787,6,2.46,
538354,8,3.75,16873.0
579555,2,1.65,16241.0
553731,20,1.65,12481.0
578072,3,0.21,17759.0
555416,8,0.19,14408.0
578008,1,1.45,14657.0
575176,3,0.42,
538361,3,1.25,17757.0
581023,20,2.46,
540148,24,0.85,14189.0
560120,12,0.95,14907.0
567879,10,4.95,16161.0
576840,1,1.63,
547547,1,4.13,
563927,48,0.39,14013.0
537034,6,2.95,13081.0
576592,1,2.08,13614.0
536592,1,4.21,
539459,12,0.85,12839.0
C575651,-1,8.5,17653.0
551991,7,0.42,14697.0
536798,12,2.1,17838.0
575176,2,4.13,
580720,6,2.1,14629.0
538518,1,2.95,14505.0
575325,1,1.45,17293.0
560090,1,0.83,
571715,3,1.95,17576.0
579014,4,8.25,12906.0
540995,1,3.29,
566221,1,10.79,
565840,1,4.13,
550953,1,9.96,
566190,10,0.85,12748.0
575482,1,6.95,15916.0
559518,4,4.13,
540259,12,1.25,18226.0
556812,1,4.13,
550519,10,1.65,13141.0
556932,1,5.79,
564170,36,0.39,17696.0
545901,1,4.95,15834.0
573748,6,2.1,14911.0
537034,24,0.85,13081.0
577473,1,1.25,15919.0
572703,1,0.55,16110.0
568346,1,4.96,14096.0
556475,8,2.95,18109.0
554511,1,10.4,
546891,1,19.96,
577411,4,2.1,17387.0
C550356,-8,0.85,13458.0
572465,6,2.1,14474.0
542612,11,1.65,17841.0
565851,1,50.0,14911.0
537237,2,5.91,
539856,2,0.0,
570214,2,1.25,12748.0
546653,1,3.29,
567983,20,2.08,15714.0
564632,12,1.25,16556.0
559506,1,2.46,
558679,5,1.65,17800.0
536520,1,1.25,14729.0
536860,48,2.55,16905.0
571231,2,8.5,15856.0
547651,1,1.65,16904.0
538198,4,1.45,17827.0
558125,48,1.45,16422.0
572475,2,1.25,15271.0
554938,6,2.1,12876.0
566428,6,2.95,15932.0
557771,8,2.95,15601.0
544323,1,4.96,
569472,48,0.39,14515.0
581122,40,1.25,12839.0
557640,1,4.13,
545180,6,4.15,12728.0
562286,30,0.36,15061.0
556486,12,1.25,17422.0
580727,4,0.83,14096.0
C569986,-2,8.25,16245.0
545685,1,1.65,14499.0
578292,16,2.89,13174.0
573336,2,4.15,17372.0
563205,6,0.42,14040.0
564825,1,0.83,
575183,3,5.75,13046.0
566724,4,3.75,14284.0
576618,2,5.79,
554570,2,7.95,13728.0
562955,2,3.29,
579508,1,12.46,
542691,24,2.55,13408.0
552990,24,0.42,17667.0
578687,6,2.95,14703.0
580754,1,3.29,
555199,1,2.08,14606.0
C558439,-2,2.95,12584.0
569737,3,6.25,16295.0
566561,6,2.1,18145.0
567901,1,7.46,
554134,12,1.25,12583.0
549053,12,1.45,13863.0
568721,1,8.29,
541827,4,1.63,
536798,12,1.95,17838.0
555649,12,0.85,15386.0
573665,6,1.65,13982.0
564825,1,10.79,
542617,2,2.95,17463.0
572308,1,3.75,12748.0
550470,1,5.79,
579157,10,0.79,15540.0
578187,12,0.79,14336.0
542252,1,1.66,
570241,1,4.95,14801.0
569491,1,8.25,14056.0
537823,6,1.66,
553207,12,1.25,17001.0
569844,24,0.42,12626.0
554976,24,1.25,15046.0
555741,12,1.25,16817.0
562377,12,2.95,14535.0
543713,3,8.29,
579885,2,3.75,15444.0
541830,1,7.46,
557763,10,1.65,17669.0
580367,1,5.79,
562371,6,6.95,13709.0
542001,24,1.25,14298.0
554906,12,1.45,14194.0
539434,1,4.21,
580875,12,1.25,17744.0
539294,1,4.25,15532.0
552251,1,2.95,12748.0
572859,1,12.5,16418.0
580115,1,1.63,
574077,12,0.65,17999.0
558620,1,2.08,15584.0
550781,8,2.95,13097.0
553915,10,2.08,18225.0
558539,6,3.75,16556.0
539595,1,7.62,
569363,12,1.95,13297.0
548740,8,3.75,13319.0
565841,1,12.46,
565841,1,3.29,
568188,2,0.55,16049.0
570230,12,1.25,18088.0
546423,1,2.55,14502.0
574029,24,1.25,12955.0
551843,2,7.95,16094.0
571909,2,1.25,15006.0
575298,1,1.65,17841.0
545327,6,0.85,13166.0
559506,4,0.83,
547535,6,2.95,16250.0
538201,1,5.95,15723.0
557937,1,7.46,
539502,3,2.1,14099.0
538783,6,4.95,14961.0
557112,1,0.42,
567894,24,1.95,16389.0
572284,6,1.65,16744.0
559338,1,2.46,
568716,3,5.79,
539731,200,1.45,14646.0
575875,1,1.63,
550513,4,2.55,16928.0
536851,32,1.65,12967.0
561221,2,5.95,15281.0
569246,4,1.66,14096.0
545063,1,1.95,14606.0
559372,12,0.39,12461.0
558475,5,0.83,
549713,2,1.25,17611.0
544802,6,4.25,13149.0
541423,1,2.46,
580612,2,2.46,
546136,2,1.63,
569367,3,4.15,13994.0
574722,1,1.25,14502.0
573576,3,2.46,14096.0
542897,6,2.95,15854.0
576618,6,0.83,
556440,24,0.75,14401.0
553524,2,9.95,15570.0
543345,3,4.13,
576644,9,3.29,
560078,12,1.25,16040.0
562129,3,4.25,13186.0
538012,2,3.75,14527.0
C580263,-12,0.85,12536.0
566933,20,4.58,18102.0
552179,2,1.45,16919.0
537156,4,2.55,17858.0
559056,10,1.65,14645.0
560696,4,8.25,14606.0
572326,100,1.79,14607.0
539263,1,12.75,16560.0
558621,18,0.79,13745.0
563940,12,1.25,17416.0
541421,4,1.63,
557853,4,3.75,16258.0
569332,2,2.08,12637.0
557316,20,1.25,17299.0
552829,3,8.5,12748.0
554286,10,1.95,17686.0
574654,4,2.55,15571.0
578833,2,16.63,
576618,2,0.83,
580727,2,2.46,14096.0
539421,12,0.65,14016.0
559441,2,8.5,12583.0
559711,10,1.65,13590.0
566281,6,2.89,12748.0
563718,20,2.08,15144.0
551616,1,4.95,15048.0
563686,25,0.42,13098.0
545906,12,0.85,15764.0
556932,1,0.42,
573464,12,3.45,15667.0
577850,24,0.39,14911.0
580600,2,0.39,12841.0
556241,2,8.25,12597.0
558777,1,1.63,
566603,1,4.13,
549261,4,2.55,14903.0
579471,1,3.29,
C537998,-4,3.75,17411.0
556932,1,16.63,
555016,2,3.75,13113.0
572843,6,5.95,14315.0
538524,22,1.66,
C579127,-1,2.95,12674.0
561203,24,0.39,14232.0
577061,3,4.95,14911.0
562593,4,3.25,16549.0
541655,6,1.25,14779.0
553922,6,2.95,17926.0
555649,24,0.42,15386.0
547248,6,0.83,
568538,60,7.08,15061.0
547921,24,0.85,14766.0
566450,24,0.55,15673.0
559170,4,1.65,16942.0
541969,2,4.96,
566952,5,1.63,
564646,2,8.33,
561887,18,0.79,14414.0
550457,100,1.45,13798.0
537670,12,1.25,13078.0
538883,2,5.06,
541681,4,3.75,13008.0
567211,2,0.55,14159.0
572552,2,4.13,14096.0
543121,10,0.85,12662.0
542420,1,1.65,17180.0
564342,1,0.83,16340.0
559665,2,0.75,12556.0
580062,1,3.75,15862.0
574032,12,1.25,17754.0
577500,1,2.95,14052.0
554310,5,1.63,
552734,36,0.79,17428.0
572069,2,8.95,14911.0
569137,1,8.29,
563231,1,39.95,14658.0
555406,4,2.1,17231.0
570028,24,4.25,16210.0
547066,24,0.55,12921.0
548317,25,0.42,18179.0
563037,6,2.55,12362.0
567901,1,0.42,
569457,1,1.65,14606.0
560547,24,0.85,17419.0
566446,1,3.29,
559513,1,5.95,14534.0
579387,1,2.95,14452.0
581191,6,1.95,17449.0
550474,1,15.79,
537607,4,2.1,15965.0
576888,4,3.75,14948.0
570855,8,1.69,17314.0
574269,12,1.25,15570.0
548873,12,0.85,12971.0
546117,1,7.95,16771.0
561217,1,7.46,
577511,2,1.25,17561.0
571745,2,8.25,14911.0
574074,1,2.46,
561651,2,2.48,
577400,10,1.65,16201.0
539463,6,1.45,18077.0
555336,2,0.65,
553544,1,4.96,
556826,2,5.79,
574701,2,1.65,15426.0
561359,6,2.1,17160.0
578994,16,0.85,14911.0
574920,12,2.95,13985.0
540188,12,0.85,16771.0
563808,12,0.83,12626.0
577511,3,1.25,17561.0
557641,2,5.79,
566451,3,6.65,18069.0
546005,12,0.65,14426.0
551718,1,5.79,
546406,1,15.79,
540458,10,0.85,12501.0
580367,1,9.15,
537666,4,0.85,
563370,4,3.75,16153.0
546368,1,7.95,
572703,1,1.65,16110.0
581219,3,1.63,
578074,1,2.95,17590.0
560245,3,0.79,
542003,6,1.25,15311.0
558368,10,2.08,14329.0
566581,4,3.75,16081.0
543250,10,1.25,13911.0
577438,1,0.55,18118.0
553148,4,4.95,
566737,6,2.08,13430.0
538524,1,1.66,
570258,13,4.13,
576837,1,0.83,
566221,1,1.63,
545901,2,2.95,15834.0
573131,4,5.95,15622.0
580727,6,2.46,14096.0
571850,2,1.95,14698.0
567968,12,0.85,12546.0
576665,4,2.95,17841.0
581419,48,2.08,15484.0
573420,6,2.89,18223.0
545901,2,1.65,15834.0
544159,12,2.1,14944.0
571508,1,2.46,
559547,2,2.95,17758.0
540463,6,4.95,12489.0
541576,2,2.55,17097.0
550470,1,0.83,
568908,6,3.25,16653.0
580396,1,1.65,13838.0
569330,100,1.79,15311.0
575856,1,1.45,16386.0
565769,12,1.25,16175.0
545468,12,0.85,16571.0
567300,6,2.1,12724.0
559652,12,0.95,17164.0
569261,1,4.15,17321.0
569890,12,2.1,14738.0
550500,1,8.29,
577156,2,9.95,13471.0
557881,6,2.55,14401.0
567545,12,1.25,13155.0
580980,12,1.45,17730.0
538862,5,1.69,16710.0
573585,5,1.63,
549633,12,2.55,15671.0
561900,6,0.42,16655.0
569790,2,0.83,15910.0
C562956,-1,2.55,13186.0
563549,1,29.17,
549711,6,1.95,13654.0
580527,4,0.19,13736.0
559918,6,3.25,18225.0
556580,10,1.65,17719.0
C557269,-2,7.65,13097.0
579284,96,0.72,15061.0
557644,1,1.25,
578681,2,8.25,13579.0
547969,4,1.69,17238.0
576840,3,4.13,
565725,24,0.42,13949.0
575486,24,1.25,14911.0
575176,2,5.79,
556910,12,1.25,12748.0
576098,4,4.15,14862.0
568301,1,3.75,16383.0
536384,6,2.95,18074.0
578852,1,8.5,17841.0
558558,2,4.25,17841.0
565915,5,1.65,15752.0
559809,1,4.15,16409.0
578541,2,4.15,14277.0
572318,1,1.45,15436.0
549014,2,1.65,17841.0
545276,1,4.95,12933.0
559990,4,3.75,13319.0
C540948,-2,8.5,13093.0
556463,10,0.85,12583.0
571039,3,2.95,16121.0
560225,2,8.29,
562680,3,1.25,17954.0
549735,20,1.65,13824.0
570280,64,2.55,15473.0
563547,12,1.65,
538419,1,2.95,16367.0
562528,4,28.0,12610.0
546888,17,0.83,
570413,24,0.85,17652.0
576066,1,0.19,16898.0
557397,1,0.42,17897.0
548659,4,3.75,13418.0
536876,1,13.57,
541516,6,3.29,
565932,6,1.65,16418.0
577609,6,8.25,12349.0
550458,1,10.79,
575368,1,1.25,14482.0
539449,1,2.55,
570192,20,1.25,17509.0
538071,1,0.42,
574076,1,15.79,
544937,10,0.85,12839.0
549678,36,2.1,16525.0
580140,6,2.95,14895.0
580729,1,0.83,
579501,6,4.25,14088.0
558194,12,0.39,14583.0
542618,2,0.55,14502.0
576696,24,0.55,16669.0
567665,1,2.46,
545022,6,2.95,12921.0
558614,1,0.83,
C567543,-6,1.25,13418.0
579456,1,8.5,13428.0
557972,10,2.08,12500.0
550458,6,1.63,
