schoolyear,gradeLevel,classPeriod,classType,schoolName,gradePercentage,avid,sped,migrant,ell,student_ID
2023-2024,3,5.0,ENG,Sunny Hillside Elementary School,73.0,Y,Y,N,N,SZC1075LY
2024-2025,7,1.0,SCI,East Junior High,92.0,N,N,Y,N,5BN5RC53U
2023-2024,8,6.0,MAT,South Junior High,95.2,N,N,N,N,T1O4CCQ77
2023-2024,5,8.0,SCI,Sunny Hillside Elementary School,73.0,Y,N,N,N,79TX9YGL6
2018-2019,7,6.0,MUS,South Junior High,98.0,Y,N,N,N,M81Q7E3GK
2023-2024,8,3.0,PE,East Junior High,81.8,N,N,Y,Y,F3088ZOYO
2024-2025,7,5.0,ELE,Allfeather Middle School,89.3,N,N,N,N,62YG3X0EP
2023-2024,3,7.0,MAT,Rocky Elementary School,56.7,N,N,N,N,9F01TKX3X
2020-2021,6,5.0,SOC,East Junior High,112.3,N,N,N,N,B773MYBS0
2023-2024,8,4.0,ART,West Junior High,89.4,Y,N,N,Y,P9GDK89B4
2021-2022,8,1.0,SOC,Allfeather Middle School,60.9,N,N,N,N,4U6DF5K5B
2024-2025,0,6.0,ENG,Rocky Elementary School,94.6,Y,N,N,N,VZ66D3I4I
2021-2022,7,5.0,MAT,South Junior High,64.1,N,N,N,N,8JS559PLV
2023-2024,1,8.0,SCI,Hall Elementary School,73.3,N,N,N,N,1XYTW87J2
2022-2023,6,1.0,ELE,West Junior High,70.9,N,N,N,N,S2R47NU3Q
2024-2025,4,3.0,MUS,Seaside Elementary School,100.0,Y,N,N,N,NBP6736GB
2023-2024,1,5.0,ENG,Gale Elementary School,85.9,Y,N,N,N,4QKCP70Y6
2024-2025,5,3.0,MUS,Cloudy Elementary School,96.0,Y,Y,N,N,VVM464S3L
2020-2021,6,5.0,MAT,West Junior High,95.5,Y,N,Y,N,DY2KC12U4
2024-2025,5,8.0,SCI,Sunny Hillside Elementary School,99.0,Y,N,N,N,39N1DUY9F
2023-2024,7,4.0,PE,East Junior High,95.1,N,N,N,N,Q2K3VD29V
2018-2019,6,5.0,MUS,East Junior High,78.9,Y,N,Y,N,0LQK7MO12
2024-2025,1,2.0,ART,Leafy Elementary School,98.8,Y,N,N,N,1TW4B75WK
2023-2024,8,1.0,SOC,West Junior High,89.0,Y,N,N,Y,5Q94BFO0B
2018-2019,7,3.0,ENG,West Junior High,58.23,N,Y,N,N,DE61OM3R2
2018-2019,8,6.0,ENG,Allfeather Middle School,93.2,N,N,N,N,5OV31VYR5
2023-2024,5,2.0,ENG,Seaside Elementary School,93.1,Y,N,N,N,VBXV672C9
2022-2023,4,9.0,SOC,Leafy Elementary School,53.8,Y,Y,N,N,XY3Z5I5J8
2024-2025,7,1.0,ENG,Allfeather Middle School,93.9,N,N,N,N,1BFHS694W
2018-2019,6,7.0,ENG,East Junior High,76.0,Y,N,N,N,883PSB3KA
2024-2025,2,9.0,SOC,Grand River Elementary School,95.0,Y,N,N,N,LH165YUL1
2024-2025,4,4.0,PE,Hall Elementary School,100.0,Y,N,N,N,1VH26VKN0
2023-2024,1,8.0,SCI,Washington Stone Elementary School,90.0,Y,N,N,N,4O0AK8M1D
2023-2024,3,6.0,ENG,Circle Elementary School,95.2,Y,N,N,N,7FN75DI2C
2020-2021,8,3.0,SCI,North Junior High,38.3,N,N,N,N,0L35FG3FI
2024-2025,3,3.0,MUS,Cloudy Elementary School,96.7,Y,Y,Y,Y,JT7K14K5E
2023-2024,8,2.0,ELE,West Junior High,85.5,Y,Y,N,N,9IQ71MBH4
2023-2024,1,2.0,ENG,Seaside Elementary School,85.1,Y,N,N,N,0948VVGIN
2022-2023,7,7.0,ART,East Junior High,100.0,N,N,N,N,G9BT69VL5
2020-2021,6,4.0,ELE,South Junior High,10.7,N,N,Y,N,4D7M83BJE
2022-2023,6,7.0,ELE,West Junior High,93.0,Y,Y,N,N,6D1NP21VV
2018-2019,8,0.0,MS,North Junior High,0.0,N,N,N,N,94QG8PSA9
2022-2023,7,5.0,ELE,Allfeather Middle School,87.1,N,N,N,N,9QD41Q6WR
2018-2019,8,2.0,ELE,East Junior High,65.3,Y,N,N,N,4KQ3K0L1Y
2023-2024,5,2.0,ENG,Seaside Elementary School,95.4,Y,N,N,N,DHNU0722V
2024-2025,5,4.0,PE,Gale Elementary School,100.0,Y,N,N,N,QB2WSH327
2018-2019,7,3.0,SOC,Allfeather Middle School,100.2,N,N,N,N,6UNI152YL
2020-2021,8,4.0,SCI,Allfeather Middle School,93.1,N,N,N,N,2YC8I5LQ9
2022-2023,7,1.0,ELE,Allfeather Middle School,92.9,N,N,N,N,1B0LI30CH
2021-2022,8,1.0,SOC,Allfeather Middle School,51.6,N,N,N,N,K67AEF91F
2023-2024,0,7.0,ART,Seaside Elementary School,100.0,N,N,N,N,L0X1N3IM1
2022-2023,6,6.0,SOC,South Junior High,93.7,N,N,N,N,R703DCXI1
2022-2023,1,7.0,MAT,Washington Stone Elementary School,86.2,Y,N,N,N,AQ4PD5I88
2023-2024,4,2.0,ART,Gale Elementary School,100.0,Y,N,N,N,6Z3O3PC9O
2022-2023,8,6.0,SOC,East Junior High,84.9,N,N,N,N,ZCF1U49L1
2021-2022,6,4.0,MAT,East Junior High,89.6,Y,N,N,N,AK715FCD8
2023-2024,0,3.0,ENG,Seaside Elementary School,97.5,Y,N,N,N,3GJ7D64FO
2021-2022,8,3.0,ELE,West Junior High,63.6,N,N,N,N,U3O04Q8YJ
2024-2025,7,2.0,SOC,Allfeather Middle School,88.1,N,N,N,Y,77N2WKZ2F
2021-2022,6,4.0,SCI,East Junior High,51.6,Y,N,N,N,U41V1H3KO
2018-2019,6,3.0,ENG,West Junior High,73.9,N,Y,N,N,M11Y30MIR
2024-2025,5,2.0,ART,Gale Elementary School,100.0,Y,N,N,N,R17JJ1I0B
2024-2025,7,5.0,ELE,Allfeather Middle School,75.5,Y,N,N,N,7U1C4COO8
2024-2025,5,4.0,PE,Gale Elementary School,100.0,Y,N,N,N,805WHP5SK
2024-2025,1,4.0,PE,Cloudy Elementary School,100.0,Y,N,N,N,6W8EV34HS
2020-2021,7,2.0,SCI,North Junior High,78.4,N,N,N,N,0G5K7RNV3
2024-2025,2,5.0,ENG,Elk Meadow Elementary School,51.7,N,N,Y,Y,J71Q1PGZ9
2023-2024,2,7.0,MAT,Grand River Elementary School,74.7,Y,N,N,N,ORE21SF27
2022-2023,5,2.0,ART,Leafy Elementary School,100.0,Y,Y,N,N,07AR0KAW6
2023-2024,0,9.0,SOC,Rocky Elementary School,100.0,N,N,N,N,5MN3OQ2X0
2023-2024,6,4.0,ELE,Allfeather Middle School,96.9,N,N,N,N,RW87U2P0W
2022-2023,3,9.0,SOC,Gale Elementary School,100.0,Y,N,N,N,7ZK7W81ZP
2020-2021,7,4.0,ENG,West Junior High,48.5,N,N,N,N,P1A643JTY
2018-2019,6,5.0,SCI,Allfeather Middle School,97.1,N,N,N,N,D8LRO0Y08
2023-2024,1,7.0,MAT,Gale Elementary School,93.9,Y,Y,Y,Y,01Q9AP1QG
2021-2022,8,6.0,PE,South Junior High,91.3,N,N,N,N,02IOV28HV
2024-2025,8,4.0,ENG,North Junior High,81.3,Y,N,N,N,9O3C6Z2AH
2024-2025,2,4.0,PE,Gale Elementary School,98.8,Y,Y,N,N,GK76G04RL
2023-2024,7,6.0,ENG,Allfeather Middle School,77.2,N,N,N,N,CYN3968LQ
2018-2019,6,2.0,SCI,East Junior High,88.5,Y,N,N,N,D6W052BKG
2023-2024,5,6.0,SOC,Seaside Elementary School,78.3,Y,N,N,N,1QV3LG07N
2018-2019,7,1.0,ELE,East Junior High,47.4,N,N,N,N,D2W19NS9K
2021-2022,7,2.0,PE,West Junior High,93.8,N,N,N,N,1VYDW61Q2
2024-2025,8,1.0,ELE,East Junior High,92.7,N,N,N,N,B9Y85H1RM
2022-2023,7,3.0,ENG,West Junior High,86.7,N,Y,Y,N,A4A7M5VX1
2024-2025,2,7.0,MAT,Grand River Elementary School,97.6,Y,N,N,N,29R4CLZ6N
2024-2025,6,7.0,ENG,North Junior High,62.0,Y,N,N,N,TYA9O1V38
2024-2025,8,4.0,ELE,West Junior High,100.0,Y,N,N,N,QUR0T75X5
2023-2024,2,8.0,SCI,Grand River Elementary School,100.0,Y,N,N,N,7SQ9OD0Q6
2024-2025,6,4.0,SCI,West Junior High,0.0,N,Y,N,N,H32X95EGK
2022-2023,8,4.0,ENG,South Junior High,75.3,N,N,N,N,YM9T31YB4
2024-2025,8,4.0,PE,West Junior High,91.5,Y,N,N,N,3C27QT8UR
2023-2024,7,8.0,SCI,West Junior High,98.2,N,N,N,N,E6D3EDG93
2018-2019,7,7.0,IN,South Junior High,75.9,N,Y,Y,N,W08BPV0E3
2021-2022,7,6.0,ENG,East Junior High,58.8,N,N,N,N,4EK4T8K1B
2018-2019,6,7.0,SCI,West Junior High,89.2,N,N,N,N,AKL478S8W
2023-2024,4,4.0,PE,Gale Elementary School,100.0,Y,N,N,N,M0Q335GKN
2020-2021,7,2.0,MAT,East Junior High,4.1,N,N,N,N,LHEXP6025
2022-2023,3,5.0,ENG,Gale Elementary School,86.5,Y,N,N,N,2MW0L97XN
2022-2023,6,7.0,MUS,Allfeather Middle School,71.8,N,N,N,N,XQ51VMC44
2023-2024,4,5.0,ENG,Gale Elementary School,71.3,Y,N,N,N,Y23II34AG
2023-2024,7,7.0,ENG,West Junior High,69.0,N,N,N,N,ML0B56KU5
2023-2024,4,4.0,PE,Grand River Elementary School,97.0,Y,N,Y,Y,FQ576Y1UD
2024-2025,7,6.0,SOC,Allfeather Middle School,98.9,Y,N,N,N,YF4H3IT91
2023-2024,5,9.0,SOC,Hall Elementary School,95.2,Y,N,N,N,2UN3D65LE
2023-2024,5,4.0,MAT,Seaside Elementary School,80.2,Y,N,N,N,32NA4XM7E
2024-2025,4,9.0,SOC,Gale Elementary School,79.2,Y,N,N,N,PCY797FT3
2024-2025,7,5.0,MAT,Allfeather Middle School,52.2,N,N,N,N,YT3U5YQ81
2018-2019,6,5.0,ELE,South Junior High,91.2,Y,N,N,N,IH8819ETO
2018-2019,7,4.0,SCI,East Junior High,61.7,N,N,N,N,A92VOL6I6
2024-2025,6,5.0,ENG,North Junior High,87.4,Y,N,N,N,WYWJ0N371
2020-2021,6,5.0,ELE,Allfeather Middle School,31.3,N,N,Y,N,NJML3O975
2021-2022,8,3.0,PE,Allfeather Middle School,100.0,N,N,Y,N,6ZXV05GU4
2024-2025,1,7.0,MAT,Seaside Elementary School,99.4,Y,N,N,N,R7J8C9W4H
2024-2025,6,5.0,SCI,Allfeather Middle School,80.9,N,N,N,N,61DSD8DG7
2022-2023,6,8.0,ELE,North Junior High,98.0,Y,N,N,N,OQ489R6NE
2023-2024,8,3.0,MAT,North Junior High,97.7,N,N,N,N,7BE0MX62V
2024-2025,4,6.0,ENG,Seaside Elementary School,100.0,Y,N,N,N,X23AWDJ13
2022-2023,8,4.0,SCI,Allfeather Middle School,30.6,N,N,Y,N,5E66G9YHM
2024-2025,6,5.0,MUS,South Junior High,72.6,N,N,Y,Y,039RVRWC2
2018-2019,7,3.0,SCI,East Junior High,48.6,N,N,N,N,9HJ63NPL2
2022-2023,6,1.0,SOC,West Junior High,52.2,N,N,N,N,AT06C9UK2
2022-2023,7,4.0,ELE,Allfeather Middle School,80.7,Y,N,N,N,GQ74M0DY6
2018-2019,8,2.0,SOC,Allfeather Middle School,64.2,N,N,N,N,33FZ1YV5F
2024-2025,3,7.0,MAT,Seaside Elementary School,101.4,Y,N,N,N,Q45SA2YE6
2022-2023,8,5.0,ELE,East Junior High,90.0,N,N,N,N,C6K4IBR96
2023-2024,7,5.0,ELE,North Junior High,95.2,Y,N,N,N,TVE43CC31
2024-2025,0,9.0,SOC,Leafy Elementary School,100.0,Y,N,N,N,O2SNZ808O
2020-2021,6,4.0,ELE,West Junior High,51.5,Y,N,N,N,6X025RVXG
2023-2024,2,5.0,ENG,Gale Elementary School,92.6,Y,N,N,N,6GQW4F2I7
2024-2025,0,8.0,SCI,Gale Elementary School,100.0,Y,N,N,N,LX8057RTZ
2024-2025,5,9.0,ENG,Grand River Elementary School,84.5,Y,N,N,N,BBI57ZE79
2023-2024,4,5.0,ENG,Gale Elementary School,62.6,Y,N,N,N,O16UN2T8D
2020-2021,6,4.0,SCI,East Junior High,23.1,N,N,N,N,B43F4G6JQ
2023-2024,2,2.0,ART,Rocky Elementary School,98.6,Y,N,Y,Y,X4AZ9W10W
2023-2024,7,6.0,SOC,Allfeather Middle School,91.1,N,N,N,N,MBFI06B22
2024-2025,1,2.0,ART,Gale Elementary School,100.0,Y,N,N,N,H6W8FP8H1
2022-2023,6,1.0,MS,East Junior High,100.0,Y,N,N,N,9V0KX60TA
2021-2022,8,4.0,PE,East Junior High,90.6,N,N,N,N,Q5I15YHL0
2024-2025,4,2.0,ART,Rocky Elementary School,100.0,Y,N,N,N,CE8R771AH
2023-2024,5,4.0,PE,Cloudy Elementary School,97.5,Y,N,N,N,WWF0066UT
2023-2024,4,8.0,SCI,Grand River Elementary School,76.9,Y,N,N,N,2GD15VDX5
2018-2019,7,5.0,ART,Allfeather Middle School,89.0,Y,N,N,N,O4K3A0O0V
2020-2021,7,4.0,SOC,Allfeather Middle School,79.5,N,N,N,N,H06TRRI37
2022-2023,0,9.0,SOC,Gale Elementary School,100.0,Y,N,N,N,YH3MX6W48
2024-2025,6,4.0,ELE,Allfeather Middle School,82.7,N,N,N,N,VH6DM16U8
2024-2025,3,3.0,MUS,Rocky Elementary School,100.0,Y,N,N,N,D94PF1UG2
2022-2023,8,1.0,MS,East Junior High,100.0,N,N,N,N,XOV3Y091D
2022-2023,6,7.0,MUS,West Junior High,81.7,N,N,N,N,ZAFO84G04
2018-2019,7,6.0,SOC,East Junior High,49.1,N,N,N,N,9AB31RT8F
2024-2025,0,2.0,ART,Seaside Elementary School,100.0,Y,N,N,N,RM1ZP7D51
2023-2024,7,1.0,ENG,North Junior High,83.6,N,N,N,N,Y9QO037AZ
2024-2025,4,8.0,SCI,Tulip Beach Elementary School,84.7,Y,N,N,Y,P9MK1S4K7
2023-2024,5,2.0,ART,Rocky Elementary School,100.0,Y,N,N,Y,UA5SJD696
2023-2024,6,5.0,MAT,East Junior High,63.0,N,N,N,N,32YO5N6KI
2024-2025,2,7.0,MAT,Sunny Hillside Elementary School,89.2,Y,N,N,N,IJLP9K156
2021-2022,0,3.0,MAT,Online Learning School,99.0,N,N,N,N,S1F6RKZ27
2023-2024,6,2.0,SCI,East Junior High,62.0,N,N,N,N,B628PU0LJ
2023-2024,1,4.0,PE,Rocky Elementary School,100.0,N,N,Y,Y,P89IFHM44
2022-2023,8,4.0,ELE,North Junior High,88.0,N,N,N,N,57R6HCA1T
2023-2024,7,5.0,ELE,Allfeather Middle School,71.8,N,N,N,N,BO6HL67Q5
2018-2019,6,6.0,PE,West Junior High,100.0,N,Y,N,N,30BIFTB47
2023-2024,1,8.0,SCI,Sunny Hillside Elementary School,86.7,Y,N,N,Y,W8OXG8N85
2020-2021,8,5.0,SCI,South Junior High,25.0,N,N,Y,N,746EZZFS5
2023-2024,7,6.0,ELE,West Junior High,100.1,N,N,N,N,N433IGGL9
2018-2019,6,4.0,ENG,North Junior High,73.3,N,N,N,N,7C4P9I4QD
2018-2019,7,1.0,SOC,Allfeather Middle School,96.5,N,N,N,N,8T76JNC3D
2023-2024,3,2.0,ART,Rocky Elementary School,100.0,Y,N,Y,N,JA550FYQ1
2023-2024,7,8.0,MAT,North Junior High,80.5,N,N,N,N,4M8LR0A8O
2024-2025,8,3.0,SCI,West Junior High,26.5,Y,N,N,N,9S41SD8JC
2018-2019,6,4.0,ELE,West Junior High,92.6,N,N,N,N,CM256ES9L
2024-2025,4,8.0,SCI,Grand River Elementary School,100.0,Y,N,N,N,16EGN6MG0
2022-2023,3,8.0,ENG,Hall Elementary School,54.0,Y,N,N,N,47UKY09SW
2018-2019,8,4.0,SCI,West Junior High,88.2,Y,N,N,N,714IJW4ZR
2023-2024,4,4.0,PE,Rocky Elementary School,90.0,Y,N,Y,N,9BL4O56SS
2023-2024,5,9.0,SOC,Elk Meadow Elementary School,85.0,Y,N,N,N,29LTZX1B8
2022-2023,4,7.0,MAT,Leafy Elementary School,34.0,Y,N,N,N,RS6LR100B
2024-2025,0,6.0,ENG,Elk Meadow Elementary School,49.6,N,N,N,N,KY107BBQ9
2023-2024,2,8.0,SCI,Gale Elementary School,100.0,Y,N,N,N,1D5TOC60A
2024-2025,8,1.0,ELE,East Junior High,85.6,Y,N,N,N,CQ6WX444V
2023-2024,8,6.0,PE,Allfeather Middle School,0.0,N,Y,N,N,CWKI6X206
2018-2019,7,7.0,ELE,North Junior High,66.0,Y,N,N,N,6NVW7F8C4
2023-2024,1,2.0,ART,Rocky Elementary School,98.8,Y,N,N,N,90KDD5GU0
2022-2023,8,8.0,ELE,North Junior High,0.0,N,N,N,N,A412OD6ZH
2022-2023,4,6.0,ENG,Gale Elementary School,85.6,Y,N,N,N,K60G14YBG
2023-2024,5,5.0,ENG,Sunny Hillside Elementary School,50.0,Y,N,Y,Y,UYJ206E9P
2024-2025,5,2.0,ART,Gale Elementary School,100.0,Y,N,N,N,Y0NG81T6O
2024-2025,6,3.0,MAT,North Junior High,95.9,Y,Y,N,N,5MO29IDP0
2023-2024,6,5.0,ART,West Junior High,99.3,Y,N,N,N,WV96BC1X5
2023-2024,4,3.0,MUS,Cloudy Elementary School,133.3,Y,N,N,N,4AUMS29G1
2024-2025,8,5.0,SCI,Allfeather Middle School,100.0,N,N,N,N,F383WBW4W
2024-2025,4,3.0,MUS,Leafy Elementary School,100.0,Y,N,Y,N,N4JYG190N
2021-2022,8,2.0,MUS,North Junior High,73.2,N,N,N,N,I0B9NTT09
2024-2025,7,6.0,SOC,South Junior High,98.8,N,N,Y,N,3LW1XPF31
2022-2023,1,6.0,ENG,Gale Elementary School,92.0,Y,N,N,N,2WY71FA8Z
2024-2025,8,3.0,ENG,Allfeather Middle School,82.5,N,N,N,N,7EKG9P0W7
2023-2024,0,5.0,ENG,Gale Elementary School,28.8,Y,N,N,N,C9Z5G6J4N
2023-2024,6,5.0,ART,West Junior High,100.0,Y,N,N,N,CV65II6F8
2021-2022,7,3.0,MAT,East Junior High,60.7,N,N,N,N,136E0JQYJ
2024-2025,5,7.0,ENG,Grand River Elementary School,95.4,Y,N,N,N,YF05S9U2Y
2022-2023,3,8.0,ENG,Hall Elementary School,101.7,Y,N,Y,N,3ECX64V2H
2022-2023,0,2.0,ART,Gale Elementary School,100.0,Y,N,N,N,581VNAL2O
2022-2023,0,9.0,SOC,Hall Elementary School,100.0,Y,N,N,N,L24J1U7HD
2022-2023,7,5.0,MUS,Allfeather Middle School,100.0,N,N,N,N,KKC39DI57
2023-2024,8,1.0,SOC,North Junior High,92.4,N,N,Y,N,A9FO73Y0Z
2018-2019,8,0.0,MS,Allfeather Middle School,51.1,N,N,Y,N,Q43S02UDA
2024-2025,1,5.0,ENG,Elk Meadow Elementary School,74.4,Y,N,N,N,IG7EX9G84
2018-2019,6,3.0,MAT,South Junior High,71.9,N,N,N,N,25EDWQB92
2023-2024,2,8.0,SCI,Elk Meadow Elementary School,73.0,Y,N,N,N,05F8XCJ7B
2018-2019,8,1.0,ENG,North Junior High,94.6,N,N,N,N,5X7I4JDR9
2023-2024,4,7.0,ART,Seaside Elementary School,100.0,Y,N,N,N,T0S6XX16X
2024-2025,3,4.0,PE,Gale Elementary School,100.0,Y,N,N,N,6DOYH6Q68
2020-2021,8,6.0,SOC,Allfeather Middle School,47.9,N,N,Y,N,LFRA7230B
2023-2024,3,5.0,ENG,Grand River Elementary School,79.3,N,N,N,N,28CO1LSD6
2023-2024,7,2.0,ELE,West Junior High,100.0,N,N,N,N,YAI0B028A
2021-2022,6,2.0,ART,East Junior High,86.0,N,Y,N,N,54BBU5BW1
2023-2024,8,1.0,MAT,Allfeather Middle School,92.3,N,N,N,N,A4WMKJ889
2024-2025,5,2.0,ART,Seaside Elementary School,100.0,Y,N,Y,N,H8IBJ26C4
2018-2019,8,3.0,SOC,Allfeather Middle School,88.1,N,N,N,N,G1Z5BL9K8
2018-2019,6,5.0,ENG,North Junior High,89.8,Y,N,N,N,0FFZ814QL
2023-2024,6,4.0,ELE,South Junior High,55.1,N,Y,Y,Y,1I27Z2PGE
2024-2025,0,6.0,ENG,Hall Elementary School,86.1,Y,N,N,N,9U8L9SEJ4
2021-2022,8,5.0,ELE,South Junior High,77.0,N,N,Y,N,U9JH76D9T
2024-2025,4,6.0,ENG,Grand River Elementary School,97.6,N,N,N,Y,8RG1T8HH3
2023-2024,3,5.0,SCI,Seaside Elementary School,87.4,Y,N,N,N,X23AWDJ13
2024-2025,6,3.0,ENG,South Junior High,85.2,N,N,N,N,O5CZ955TL
2022-2023,6,2.0,SOC,East Junior High,75.5,N,N,N,N,54P5VZFC2
2024-2025,2,9.0,SOC,Elk Meadow Elementary School,100.0,N,N,Y,Y,5IV0EG74J
2021-2022,7,2.0,MAT,East Junior High,63.0,N,Y,N,N,4NM09PSV9
2020-2021,8,1.0,SCI,Allfeather Middle School,81.0,N,N,N,N,C7Z62RL7N
2022-2023,6,5.0,ELE,Allfeather Middle School,81.8,N,N,N,N,FBN2D736W
2018-2019,7,4.0,MAT,East Junior High,86.1,N,N,N,N,DT4I3U8Z3
2024-2025,0,7.0,MAT,Rocky Elementary School,100.0,Y,N,N,N,I253Y2EBP
2020-2021,8,2.0,SOC,Allfeather Middle School,80.4,N,N,N,N,1Z9AN47LX
2024-2025,7,7.0,ELE,North Junior High,80.0,Y,Y,N,N,FLXHG9456
2024-2025,2,5.0,ENG,Washington Stone Elementary School,7.1,Y,Y,N,N,KZH580Y1S
2018-2019,6,5.0,SOC,East Junior High,91.4,Y,N,Y,N,L2J97HPO2
2023-2024,7,3.0,SCI,East Junior High,76.4,N,N,N,N,439PDNJ6G
2024-2025,7,1.0,MAT,East Junior High,84.1,N,N,N,N,G5MO265JX
2020-2021,6,2.0,SOC,Allfeather Middle School,69.5,Y,Y,N,N,45OI94XQK
2020-2021,6,2.0,SCI,Allfeather Middle School,6.1,N,N,N,N,38OW9N0QF
2024-2025,1,3.0,MUS,Gale Elementary School,100.0,Y,N,N,N,3NR1ZZ24V
2021-2022,3,5.0,SOC,Online Learning School,0.0,N,N,N,N,5RI2PUI45
2024-2025,3,9.0,SOC,Seaside Elementary School,100.0,Y,N,N,N,WURA6D824
2022-2023,7,6.0,MUS,East Junior High,81.4,N,N,N,N,K7YT68Z3L
2020-2021,8,4.0,SCI,East Junior High,87.7,N,N,N,N,B9Z5T0YA0
2023-2024,7,2.0,SCI,East Junior High,75.0,N,N,N,N,WD9727RCT
2024-2025,7,2.0,PE,Allfeather Middle School,93.2,N,N,N,N,BA7UNX983
2020-2021,8,2.0,MAT,North Junior High,100.8,Y,N,N,N,Z3262LXAM
2023-2024,2,3.0,MUS,Rocky Elementary School,100.0,Y,N,Y,N,Y5H4U6I0S
2023-2024,7,6.0,ENG,East Junior High,56.8,N,N,N,N,PX918O6CF
2024-2025,2,6.0,ENG,Washington Stone Elementary School,91.0,Y,N,N,N,D8W93PK6A
2018-2019,6,7.0,ENG,West Junior High,87.9,N,N,N,N,XK6MP87G2
2018-2019,6,4.0,ENG,Allfeather Middle School,92.6,N,N,N,N,24VP6FPG4
2023-2024,4,8.0,SCI,Gale Elementary School,85.6,Y,Y,N,N,0O032ABQE
2024-2025,8,7.0,ELE,East Junior High,88.9,N,N,N,N,W7S97CUE0
2022-2023,7,7.0,SOC,Allfeather Middle School,79.4,Y,N,N,N,7GAL339HN
2023-2024,3,7.0,MAT,Gale Elementary School,87.5,Y,N,N,N,7CX3FU06B
2024-2025,3,6.0,ENG,Grand River Elementary School,54.4,Y,N,Y,Y,X0KF1Z72Y
2024-2025,7,5.0,MAT,East Junior High,90.5,Y,N,N,N,X80F5B4LA
2023-2024,4,4.0,PE,Tulip Beach Elementary School,100.0,N,N,N,N,G2E79BXS8
2021-2022,8,1.0,PE,East Junior High,89.4,Y,N,N,N,873RQ1RAP
2024-2025,1,3.0,MUS,Rocky Elementary School,100.0,N,N,N,N,Q0AY77BR0
2020-2021,6,4.0,SOC,South Junior High,80.1,N,N,N,N,V23CTG9H7
2022-2023,5,2.0,ART,Gale Elementary School,100.0,Y,Y,N,N,UNA36N11P
2020-2021,6,1.0,ELE,Allfeather Middle School,7.2,N,N,N,N,U4X9E2T6C
2022-2023,6,3.0,SCI,Allfeather Middle School,98.0,N,N,N,N,0C912GAIX
2022-2023,6,0.0,MS,North Junior High,0.0,Y,N,N,N,Q6Q29W9UI
2018-2019,8,4.0,ELE,Allfeather Middle School,100.0,N,N,N,N,5UA416YWB
2024-2025,4,4.0,PE,Gale Elementary School,100.0,Y,N,Y,Y,EVC3O6V85
2021-2022,7,0.0,MS,North Junior High,100.0,N,N,N,N,16MQO49ID
2022-2023,7,0.0,MS,North Junior High,100.0,N,N,N,N,E9T536MCY
2024-2025,2,5.0,ENG,Sunny Hillside Elementary School,72.3,Y,N,N,N,YS53I12OZ
2021-2022,7,2.0,ELE,Allfeather Middle School,100.0,Y,N,N,N,12YG4ZZ9W
2023-2024,8,2.0,ENG,East Junior High,39.3,N,N,N,N,S9NOV5R09
2024-2025,6,6.0,MAT,Allfeather Middle School,98.7,N,N,N,N,4J01IO2EQ
2024-2025,0,7.0,MAT,Elk Meadow Elementary School,17.0,N,N,Y,Y,BR0V9P4C8
2021-2022,7,6.0,ELE,North Junior High,99.9,N,N,N,N,13MO1K4CH
2023-2024,8,2.0,MAT,North Junior High,88.4,N,Y,Y,N,6X3FF2LY0
2021-2022,6,7.0,ELE,West Junior High,82.8,N,N,N,N,CQE0R903Y
2024-2025,8,1.0,SOC,South Junior High,86.9,N,N,N,N,13TTNY9H8
2023-2024,6,2.0,MAT,West Junior High,97.7,N,N,N,N,24NH5ABY1
2023-2024,4,3.0,MUS,Cloudy Elementary School,125.0,Y,N,N,N,J39I0WXC6
2022-2023,7,6.0,MAT,Allfeather Middle School,100.0,Y,N,N,N,GQ74M0DY6
2020-2021,7,1.0,SOC,South Junior High,27.2,Y,N,N,N,C3XZD4G75
2023-2024,7,4.0,ELE,North Junior High,66.7,N,Y,N,N,71AEEO44E
2020-2021,7,5.0,ART,North Junior High,100.0,N,N,N,N,6I2JA72PO
2023-2024,7,4.0,ELE,North Junior High,98.2,N,N,N,N,S389ZJDA0
2020-2021,8,1.0,ENG,East Junior High,78.9,N,N,N,N,64KCSZ4H9
2023-2024,3,9.0,SOC,Leafy Elementary School,75.0,N,N,Y,Y,RL3353BXN
2020-2021,6,5.0,ENG,Allfeather Middle School,102.0,N,N,N,N,NP12DQ1S7
2020-2021,8,7.0,MAT,West Junior High,45.0,Y,N,N,N,R5C5M76IH
2024-2025,8,3.0,MUS,West Junior High,88.2,Y,N,N,N,XR81U85FC
2022-2023,7,3.0,SCI,East Junior High,29.4,N,Y,N,N,U8O2YI11X
2022-2023,6,6.0,ART,North Junior High,88.2,Y,N,Y,N,MLZ3H3L64
2024-2025,4,7.0,MAT,Rocky Elementary School,0.0,Y,N,N,N,I8K19KXV6
2022-2023,6,7.0,PE,Allfeather Middle School,99.2,N,Y,N,N,EJ3F32PY3
2021-2022,6,2.0,ART,East Junior High,95.9,N,N,N,N,KD652W4AM
2024-2025,2,6.0,ENG,Cloudy Elementary School,57.1,Y,N,N,N,4SCM45ZC9
2024-2025,0,2.0,ART,Gale Elementary School,100.0,Y,N,N,N,SDJ4Q95D9
2024-2025,8,4.0,ELE,Allfeather Middle School,99.5,Y,N,N,N,4TMU74LA2
2021-2022,7,3.0,SOC,Allfeather Middle School,74.8,N,N,N,N,B3903DFMO
